vehicle_brand,vehicle_type,battery_chemistry,drive_type,cycle_count,odometer_km,vehicle_age_years,capacity_loss_percent,cell_voltage_std,internal_resistance,thermal_runaway_risk,battery_stress_index,daily_distance,manufacturing_year,battery_capacity_kwh,depth_of_discharge,battery_failure
Mercedes,Sedan,NMC,AWD,844.0,272227.0,8.05,40.25,0.03226,0.7221,60.0,50.8,107.4,,61.97,45.95,1
Tesla,SUV,NCA,RWD,136.0,37997.0,4.02,4.3,0.0101,0.3511,64.3,31.7,28.5,2022.0,94.01,45.22,0
BYD,Hatchback,LFP,FWD,379.0,114802.0,9.05,0.2,0.01066,0.5583,10.4,0.0,,2017.0,58.62,22.39,0
Kia,Crossover,NMC,FWD,161.0,53757.0,2.19,8.79,0.01494,0.4503,,42.9,78.0,2024.0,67.41,39.61,0
Audi,Hatchback,NMC,RWD,280.0,56384.0,3.97,13.77,0.01558,0.4646,51.1,24.5,47.6,2022.0,40.13,43.55,0
Honda,Sedan,NMC,FWD,203.0,63387.0,5.92,10.66,0.01019,0.502,43.2,11.3,37.4,2020.0,58.15,30.31,0
GM,Hatchback,LFP,AWD,1496.0,290715.0,9.98,23.46,0.01941,0.8632,43.5,57.5,97.7,2016.0,37.23,47.95,1
BMW,Hatchback,NMC,AWD,1717.0,387621.0,9.1,58.4,0.03908,0.8907,72.4,66.9,143.4,2017.0,44.35,56.95,1
Honda,Sedan,NMC,RWD,83.0,32618.0,2.95,8.18,0.01716,0.4269,56.7,22.5,34.9,2023.0,63.73,44.05,0
Audi,Crossover,NMC,AWD,356.0,124584.0,6.89,17.74,0.02592,0.5093,54.6,29.7,62.0,2019.0,69.65,35.66,0
Ford,Crossover,LFP,FWD,190.0,77617.0,3.01,0.55,0.01444,0.5378,32.6,42.8,96.8,2023.0,68.31,43.58,0
Nissan,SUV,NMC,FWD,44.0,500.0,2.12,0.2,0.00782,0.3134,47.2,0.0,8.6,2024.0,84.77,18.71,0
Kia,Sedan,NMC,FWD,658.0,206480.0,9.06,23.3,0.01843,0.5767,50.4,20.6,74.0,2017.0,65.86,50.72,0
Nissan,Truck,LMO,AWD,250.0,152154.0,6.14,31.33,0.02839,0.7504,58.6,59.1,,2020.0,119.04,49.28,1
Hyundai,Crossover,NMC,RWD,89.0,56580.0,10.95,4.32,0.00516,0.4299,46.7,37.6,17.9,2015.0,66.93,31.17,0
Renault,Sedan,LMO,AWD,116.0,30792.0,1.86,15.69,0.01671,,56.9,24.4,53.8,2024.0,85.57,27.86,0
BYD,Hatchback,NMC,FWD,1526.0,310384.0,7.76,62.46,0.04243,0.9953,95.7,100.0,136.9,2018.0,40.53,49.98,1
Nissan,Sedan,LMO,AWD,406.0,98209.0,9.03,43.35,0.03167,0.8935,58.4,62.6,40.1,2017.0,50.09,42.69,1
Tesla,,NCA,FWD,637.0,297851.0,8.78,37.9,0.035,0.577,74.9,,110.4,,91.5,35.73,1
Renault,SUV,NMC,FWD,66.0,29176.0,4.89,3.39,,0.4592,43.2,11.6,24.1,2021.0,92.58,17.41,0
Tesla,Van,NCA,FWD,374.0,114598.0,3.25,32.35,0.02992,,86.6,61.8,109.5,2023.0,80.04,34.04,1
Mahindra,Crossover,LFP,RWD,382.0,99802.0,7.09,3.27,,0.6136,15.9,12.8,46.9,2019.0,82.08,25.83,0
Tata,SUV,LFP,RWD,231.0,110133.0,7.92,4.13,0.01324,0.611,11.9,47.1,44.3,2018.0,90.88,44.94,0
Volkswagen,SUV,NMC,FWD,84.0,27094.0,3.96,5.94,0.01188,0.4389,54.1,51.7,33.5,2022.0,91.3,52.69,0
Kia,Crossover,NMC,FWD,227.0,97987.0,2.98,10.04,0.01194,0.4843,43.2,32.6,107.0,2023.0,88.35,37.77,0
Renault,SUV,LMO,FWD,438.0,221066.0,9.24,42.16,0.0324,,76.4,29.8,76.1,2017.0,102.99,18.37,1
Audi,Hatchback,NCA,RWD,273.0,57562.0,1.9,25.69,0.02406,0.5961,83.5,73.9,95.6,2024.0,48.62,34.43,0
MG,Van,NMC,FWD,792.0,290783.0,11.24,41.28,0.03924,0.783,83.2,63.0,87.8,2015.0,78.27,28.53,1
Ford,Crossover,NMC,RWD,1104.0,450000.0,9.9,44.09,0.03084,0.7582,58.4,85.1,166.1,,78.66,53.93,1
Hyundai,SUV,LFP,RWD,531.0,229806.0,,5.72,0.0138,0.6031,25.2,,90.8,2018.0,97.78,39.96,0
Kia,Hatchback,LFP,RWD,348.0,118880.0,9.28,3.76,0.02021,0.6366,24.4,30.0,43.6,2017.0,48.35,39.26,0
Tesla,Sedan,NCA,RWD,506.0,185594.0,8.8,35.97,0.03654,,78.6,76.1,75.7,2017.0,71.25,55.62,1
Tata,Crossover,LTO,AWD,486.0,128675.0,8.93,12.66,,0.3609,24.5,100.0,47.3,2017.0,64.03,53.7,0
Toyota,Hatchback,NMC,AWD,475.0,142061.0,4.07,25.23,0.02724,0.6057,71.8,57.5,121.7,2022.0,56.47,44.27,1
Toyota,,NMC,RWD,1402.0,409079.0,10.02,51.65,0.04242,0.8231,64.7,37.2,132.9,2016.0,57.16,28.33,1
Hyundai,SUV,NMC,FWD,134.0,83108.0,3.75,9.14,0.01332,0.5164,52.8,10.1,66.2,2022.0,92.72,13.78,0
BYD,SUV,LFP,FWD,164.0,84228.0,5.96,1.55,0.00974,0.5663,22.2,14.6,40.3,2020.0,85.22,35.74,0
Tesla,Truck,NCA,AWD,268.0,160566.0,5.8,15.13,0.01879,0.486,62.3,63.0,105.9,2020.0,132.66,57.5,0
Tesla,SUV,NMC,FWD,344.0,,5.02,24.37,0.02212,0.5979,70.3,,116.5,2021.0,99.08,38.85,1
BYD,Sedan,LFP,RWD,620.0,185114.0,9.99,8.07,0.02548,0.6837,25.2,6.1,68.3,2016.0,53.2,15.47,0
Kia,Truck,NMC,FWD,679.0,450000.0,10.35,32.4,0.02516,0.7446,66.7,41.6,147.2,2016.0,124.1,35.45,1
Mahindra,,NMC,FWD,198.0,89941.0,8.13,14.07,0.01734,0.457,53.4,42.9,41.3,2018.0,63.08,43.47,0
Rivian,Hatchback,NMC,FWD,715.0,222086.0,10.16,34.85,0.02582,0.6861,67.3,,71.8,2016.0,62.96,,1
Rivian,Sedan,NMC,RWD,363.0,117690.0,6.81,22.34,0.0217,0.5608,,38.0,59.2,2019.0,63.64,27.35,0
Renault,Sedan,NMC,RWD,464.0,130736.0,7.92,29.19,0.02858,0.735,78.2,60.7,61.3,2018.0,58.66,47.03,1
BYD,Hatchback,NMC,AWD,130.0,42219.0,5.82,10.35,0.01604,0.4499,51.7,23.5,23.1,2020.0,43.2,22.05,0
Volkswagen,SUV,LFP,RWD,232.0,109810.0,5.06,6.34,0.01422,0.6673,24.9,36.3,69.1,2021.0,86.18,50.17,0
Nissan,Van,LMO,FWD,107.0,40701.0,1.94,12.3,0.01538,0.6055,46.1,9.9,56.0,2024.0,86.7,31.32,0
Tesla,SUV,NCA,AWD,593.0,309083.0,8.63,36.16,0.03397,0.5962,76.6,44.8,122.4,2017.0,106.56,31.23,1
Toyota,Crossover,NMC,AWD,1049.0,396921.0,10.53,47.04,0.03087,0.8077,73.6,27.3,123.1,2015.0,72.32,25.89,1
GM,Hatchback,NMC,AWD,1525.0,247120.0,8.29,45.63,0.02691,0.6949,56.7,13.5,98.4,2018.0,33.7,29.57,0
Audi,Hatchback,NMC,RWD,112.0,36691.0,3.05,5.49,0.01517,0.4607,56.0,25.0,35.4,2023.0,40.14,41.6,0
Tesla,SUV,NMC,RWD,139.0,66676.0,5.96,3.39,0.00931,0.3967,43.5,17.2,38.3,2020.0,92.32,43.8,0
Hyundai,SUV,NMC,,487.0,247836.0,9.12,26.45,0.02655,0.603,59.3,41.6,90.3,,90.57,50.82,0
Honda,Hatchback,NMC,FWD,566.0,126394.0,8.74,20.31,0.01623,0.5356,53.5,10.9,48.4,2017.0,42.89,17.05,0
Kia,Sedan,NMC,RWD,453.0,164912.0,9.6,24.82,0.02565,0.6369,79.1,81.3,54.1,,72.26,33.77,1
Toyota,SUV,LFP,RWD,65.0,24102.0,1.9,0.2,0.01023,0.5866,13.9,45.9,61.1,2024.0,98.43,39.94,0
Nissan,Sedan,LMO,FWD,141.0,42808.0,,12.78,0.01662,0.5206,46.2,6.2,24.9,,63.72,,0
Nissan,Van,NMC,AWD,470.0,205350.0,9.03,22.27,0.02942,,,12.5,81.1,2017.0,91.71,28.4,1
BMW,Crossover,NMC,FWD,981.0,358900.0,9.09,42.01,0.03384,0.8034,71.4,54.5,129.5,2017.0,,37.59,1
Nissan,Hatchback,NMC,RWD,1325.0,241343.0,8.17,51.33,0.04256,0.7967,68.7,42.8,100.5,2018.0,37.46,32.14,1
Mercedes,Crossover,NMC,FWD,543.0,239911.0,11.11,44.17,,0.8904,75.7,100.0,72.2,2015.0,79.98,31.4,1
Kia,Sedan,NMC,FWD,1404.0,403366.0,10.87,57.44,0.04156,0.9708,82.8,100.0,124.1,2015.0,52.98,44.95,1
Renault,SUV,NMC,FWD,806.0,341964.0,10.99,46.17,0.03085,0.8576,81.2,87.1,101.1,2015.0,86.85,41.72,1
BYD,Hatchback,LFP,AWD,405.0,103194.0,8.94,7.37,0.01173,0.656,25.4,20.6,38.8,2017.0,53.27,28.53,0
MG,Sedan,NMC,FWD,327.0,69082.0,5.84,16.95,0.01923,0.5285,56.9,18.9,33.1,2020.0,,24.73,0
Tesla,Crossover,NCA,AWD,191.0,64763.0,2.41,15.23,0.01381,0.4365,76.2,52.4,80.6,2023.0,57.81,30.8,0
Honda,Hatchback,NMC,RWD,1752.0,412910.0,11.02,58.82,0.0357,0.8716,77.8,31.0,123.1,2015.0,46.63,31.89,1
Honda,Crossover,NMC,FWD,173.0,,3.9,9.1,0.01513,,52.7,18.4,59.9,2022.0,76.76,45.58,0
Mercedes,Crossover,NMC,FWD,1003.0,398651.0,,42.6,0.03158,0.6766,64.6,69.2,122.0,2015.0,78.39,53.0,1
Honda,Crossover,NMC,FWD,775.0,287940.0,8.03,35.32,0.02954,0.7317,64.8,55.3,118.6,2018.0,65.66,60.16,1
Hyundai,Sedan,NMC,RWD,771.0,249983.0,10.0,27.78,0.02149,0.6495,65.8,16.7,84.0,2016.0,60.67,24.02,1
Tata,Hatchback,NMC,FWD,634.0,138778.0,5.12,36.98,0.03196,0.6892,68.3,60.8,85.4,2021.0,46.08,56.28,1
Mercedes,Crossover,NMC,AWD,479.0,230763.0,8.98,,0.02453,0.483,68.8,24.4,82.9,2017.0,91.13,22.31,1
Toyota,Sedan,NMC,FWD,1586.0,397128.0,11.33,58.6,0.04856,0.9415,91.2,61.7,112.8,2015.0,49.42,34.67,1
Tesla,Van,NCA,FWD,254.0,119654.0,11.17,17.26,0.02759,0.4715,70.9,9.8,33.7,2015.0,89.94,30.69,1
GM,Sedan,LFP,FWD,202.0,71961.0,7.92,5.81,0.00888,0.6435,35.4,64.6,30.3,2018.0,66.91,55.26,0
Toyota,SUV,LFP,RWD,1.0,8243.0,2.72,0.2,0.00782,0.5281,20.3,32.7,16.9,2023.0,89.85,37.26,0
BYD,Hatchback,LFP,RWD,1076.0,201153.0,9.79,21.94,0.03074,0.9458,34.6,68.2,68.8,2016.0,38.35,46.25,1
BYD,SUV,LFP,FWD,135.0,72076.0,5.08,9.35,0.01141,0.7394,41.4,37.1,52.9,2021.0,85.32,18.07,0
Tesla,Crossover,NCA,RWD,475.0,192432.0,6.13,36.35,0.03476,0.6105,79.0,53.3,110.1,2020.0,72.37,19.32,1
Toyota,SUV,NMC,FWD,195.0,97707.0,4.11,11.21,0.0175,0.4511,51.0,35.3,79.4,2022.0,83.19,38.6,0
Kia,Truck,NMC,FWD,599.0,340389.0,11.04,38.45,0.03485,0.7213,69.5,66.2,102.6,2015.0,119.43,49.39,1
BYD,Van,LFP,AWD,716.0,285260.0,8.19,18.26,0.02499,0.8739,41.9,88.8,114.7,2018.0,78.3,54.54,0
Renault,Crossover,NMC,FWD,917.0,265532.0,,44.87,0.03119,0.7632,80.0,56.2,118.4,2018.0,57.08,30.92,1
Nissan,SUV,NMC,FWD,524.0,241211.0,11.07,,,0.628,58.7,,72.6,2015.0,99.78,33.57,1
Toyota,Crossover,NMC,AWD,939.0,330183.0,10.9,46.42,0.03786,0.8067,71.8,32.6,104.9,2015.0,68.81,39.75,1
Kia,Hatchback,NMC,FWD,143.0,28079.0,2.24,,0.01275,0.4095,45.4,10.0,56.6,2024.0,39.69,36.3,0
Tesla,Sedan,NMC,RWD,242.0,61618.0,6.91,23.88,0.02265,,68.3,81.3,38.1,2019.0,59.82,,1
Nissan,Crossover,NMC,FWD,445.0,169114.0,9.18,,0.03433,0.5588,57.3,37.2,59.6,2017.0,71.13,51.55,0
Nissan,SUV,LMO,AWD,367.0,191482.0,9.87,38.72,0.03009,0.7677,46.1,74.1,63.9,2016.0,104.13,68.23,1
Kia,SUV,NMC,FWD,248.0,94371.0,6.87,10.65,0.01251,0.4709,53.5,44.1,50.7,2019.0,83.12,44.19,0
Mercedes,Hatchback,NMC,FWD,1.0,10018.0,8.0,,0.01072,0.4831,48.3,9.0,8.8,2018.0,56.23,37.3,0
BYD,Crossover,NMC,RWD,478.0,182518.0,10.15,27.2,0.02797,0.5948,80.4,44.7,62.8,2016.0,71.02,44.97,1
BYD,,LFP,AWD,272.0,171973.0,9.85,2.18,0.01301,0.5516,14.3,27.0,58.4,2016.0,93.09,40.26,0
Lucid,Hatchback,NCA,FWD,575.0,111608.0,5.06,31.63,0.02754,0.6127,80.7,19.4,77.4,2021.0,42.07,32.58,0
Audi,Sedan,NMC,FWD,387.0,116066.0,3.93,13.1,0.02065,0.4806,55.9,29.1,94.3,2022.0,73.74,43.41,0
Audi,Hatchback,NMC,RWD,418.0,95369.0,10.81,24.92,0.03727,0.5635,65.0,15.9,30.5,2015.0,61.92,,1
BMW,Hatchback,NMC,AWD,1072.0,295013.0,10.16,42.96,0.03278,0.7807,72.5,36.0,101.1,2016.0,53.84,42.88,1
Volvo,Truck,NMC,FWD,426.0,263139.0,10.85,19.61,0.01954,0.5663,53.3,58.6,83.8,2015.0,129.15,45.69,1
BMW,Sedan,NMC,FWD,235.0,38482.0,1.92,19.97,0.02446,0.5257,50.8,58.3,52.1,2024.0,59.34,30.41,1
Hyundai,Hatchback,NMC,FWD,874.0,198215.0,5.83,40.54,0.02677,0.719,67.5,59.6,117.6,2020.0,44.79,48.33,0
BYD,Crossover,LFP,RWD,440.0,148404.0,8.9,3.28,0.01201,0.6233,20.8,27.5,55.2,2017.0,65.48,39.86,0
Tata,Hatchback,LFP,FWD,2053.0,359600.0,9.93,30.76,,0.8782,31.2,34.6,117.4,2016.0,34.58,39.15,1
GM,Sedan,LFP,AWD,198.0,60442.0,8.0,4.2,0.01475,0.6023,23.1,21.8,24.8,2018.0,60.36,33.77,0
Audi,Sedan,NCA,AWD,198.0,47508.0,,13.69,0.01756,0.4293,66.7,51.9,23.4,2021.0,,30.5,0
Kia,SUV,LFP,FWD,558.0,,9.98,10.85,0.01531,,42.0,60.2,87.0,2016.0,90.6,48.64,0
BYD,SUV,LFP,RWD,993.0,409743.0,11.19,16.2,,0.7615,23.9,65.6,121.3,2015.0,81.52,25.25,1
Tesla,,NMC,AWD,201.0,53474.0,8.95,9.37,0.0169,0.4589,49.6,50.9,23.3,2017.0,92.39,37.28,0
Mahindra,SUV,LFP,FWD,226.0,92111.0,2.99,4.41,0.0107,0.533,15.5,39.7,108.3,2023.0,73.66,32.16,0
Tata,SUV,NMC,AWD,846.0,354928.0,10.15,,0.02794,0.6328,70.6,0.0,,2016.0,89.65,7.4,1
,SUV,NMC,AWD,,275155.0,7.94,32.57,0.02784,0.5984,62.7,78.0,114.5,2018.0,93.4,43.61,1
Volkswagen,Van,NMC,AWD,92.0,45480.0,9.05,5.94,0.01618,0.3949,48.7,47.3,13.6,2017.0,91.75,42.8,0
Nissan,Hatchback,NMC,FWD,731.0,176313.0,4.64,34.9,0.02766,0.6759,72.8,68.4,125.6,2021.0,49.39,61.07,0
Lucid,Hatchback,NCA,FWD,377.0,143462.0,4.83,37.91,0.03588,0.679,93.6,80.8,92.5,2021.0,66.01,32.28,1
GM,Hatchback,NMC,AWD,292.0,48840.0,4.95,16.55,0.02255,0.5674,71.9,29.6,31.8,2021.0,32.65,25.6,0
Tesla,Sedan,NCA,RWD,1485.0,404963.0,10.01,55.09,0.04224,0.7851,88.9,57.8,137.9,2016.0,,40.62,1
Tesla,Truck,NCA,AWD,,187949.0,6.85,25.16,0.01715,0.5217,83.9,63.8,90.2,2019.0,117.94,,1
Toyota,Hatchback,NMC,AWD,773.0,220172.0,10.98,34.65,0.03478,0.6661,57.8,41.6,67.6,2015.0,54.0,47.99,1
Mercedes,SUV,NCA,FWD,,,11.08,,,0.5874,65.0,44.3,83.2,2015.0,95.43,,1
Volkswagen,Sedan,NMC,FWD,819.0,296243.0,10.98,37.44,0.03617,0.7796,68.4,40.3,88.5,2015.0,71.36,39.71,1
BMW,Sedan,NMC,RWD,1310.0,366203.0,10.93,48.08,0.03699,0.7504,71.2,26.8,116.2,2015.0,57.38,28.09,1
Audi,Sedan,NMC,FWD,1171.0,334319.0,9.77,45.3,0.03174,0.749,71.8,28.2,116.2,,56.58,48.83,0
Nissan,Crossover,LMO,FWD,333.0,122133.0,8.96,38.31,0.03314,0.7677,56.0,22.4,53.0,2017.0,77.74,28.36,1
Tesla,Crossover,NCA,RWD,325.0,99332.0,8.88,20.32,0.02767,0.5083,71.0,21.2,39.6,2017.0,71.63,22.59,1
Volvo,Crossover,NMC,AWD,862.0,300402.0,8.93,42.16,0.03364,0.7889,,74.8,,2017.0,70.39,40.33,1
Renault,Hatchback,NMC,AWD,1158.0,,9.13,45.63,0.03333,0.774,73.9,19.2,125.1,2017.0,57.69,32.19,1
BYD,Crossover,LFP,FWD,250.0,75870.0,5.07,4.92,0.01353,0.6521,19.4,46.4,53.1,2021.0,68.98,49.55,0
Tesla,Hatchback,LFP,RWD,383.0,45392.0,3.16,6.27,0.01606,0.6417,27.1,56.2,55.3,2023.0,43.6,47.55,0
Rivian,Sedan,NMC,AWD,871.0,291540.0,11.03,31.01,0.02916,0.6615,59.1,34.7,89.3,2015.0,68.61,55.46,1
Renault,SUV,LMO,AWD,137.0,54055.0,7.91,14.79,0.01048,0.5779,49.0,8.9,25.1,2018.0,89.61,25.39,0
BMW,SUV,NMC,RWD,196.0,60102.0,5.97,14.51,0.01269,0.5961,66.1,56.0,27.0,2020.0,82.89,49.99,0
BMW,SUV,,FWD,388.0,169955.0,6.88,33.12,0.03198,0.6484,76.3,74.3,,2019.0,90.42,59.16,1
Toyota,Sedan,NMC,FWD,102.0,18052.0,2.04,7.11,,0.4432,47.7,62.9,31.8,2024.0,66.31,48.89,0
Volvo,Sedan,NMC,AWD,1042.0,330016.0,8.27,45.94,,0.8507,80.7,43.5,126.8,2018.0,62.1,39.84,1
Tata,Hatchback,NMC,FWD,1291.0,308693.0,10.05,56.0,0.03811,0.88,75.8,70.7,107.6,2016.0,47.36,55.18,1
BYD,SUV,LFP,RWD,1.0,8271.0,9.17,,0.01727,0.5594,16.7,31.9,3.2,2017.0,90.23,41.9,0
GM,Sedan,NMC,AWD,,63226.0,4.89,10.49,0.01424,0.5393,53.5,26.3,39.0,2021.0,77.13,42.57,0
Tesla,Sedan,NMC,RWD,824.0,287334.0,8.14,39.48,0.03249,0.7159,,41.0,120.1,2018.0,69.08,37.45,1
Hyundai,Truck,NMC,FWD,437.0,272830.0,8.91,27.64,0.02525,0.685,66.9,80.2,109.2,2017.0,118.25,42.27,1
BYD,Crossover,LFP,RWD,351.0,90511.0,8.09,3.7,0.01759,0.5894,19.5,31.6,39.1,2018.0,59.18,39.58,0
,Crossover,NMC,AWD,697.0,218177.0,8.12,22.68,0.0148,0.6059,65.1,24.4,90.8,2018.0,66.27,36.23,0
Ford,Crossover,LFP,FWD,239.0,61403.0,2.85,2.56,0.01324,0.5056,11.8,57.1,52.8,2023.0,69.68,31.75,0
Renault,Hatchback,NMC,AWD,1449.0,367745.0,10.95,,0.03561,0.9108,70.7,62.8,112.0,2015.0,51.29,49.19,1
BMW,Sedan,NMC,FWD,98.0,22022.0,4.91,7.16,0.01055,0.53,42.7,17.1,10.6,2021.0,41.48,20.4,0
Mercedes,Crossover,NMC,AWD,,46383.0,9.99,10.69,0.0166,0.5325,65.0,83.3,11.3,2016.0,79.88,35.89,1
GM,Truck,LFP,FWD,227.0,80084.0,4.94,0.2,0.00693,0.5759,7.5,0.0,46.8,2021.0,109.51,7.99,0
Ford,Hatchback,NMC,FWD,33.0,,8.97,0.95,0.01136,0.374,47.5,31.7,3.0,2017.0,53.6,55.74,0
Toyota,SUV,NMC,AWD,345.0,156218.0,10.73,27.67,0.03015,0.7703,73.6,96.2,51.5,2015.0,90.86,47.93,1
Mercedes,Crossover,NMC,RWD,774.0,245910.0,7.98,45.67,0.03782,0.7605,65.2,79.8,106.0,2018.0,,51.78,1
Renault,Hatchback,NMC,RWD,649.0,140367.0,5.14,33.88,0.02537,0.71,,21.2,86.8,2021.0,43.7,35.79,1
GM,SUV,NMC,FWD,1.0,8167.0,3.92,0.2,0.00576,0.4119,52.2,33.4,16.1,2022.0,75.61,43.02,0
Hyundai,Hatchback,NMC,AWD,832.0,248937.0,10.93,39.51,,0.652,66.1,59.4,74.9,2015.0,62.03,40.21,1
Volkswagen,Sedan,NMC,FWD,825.0,231560.0,11.14,38.07,0.03853,0.667,57.7,17.6,68.5,2015.0,63.3,36.07,1
Mercedes,Sedan,NCA,RWD,533.0,183974.0,11.27,27.68,0.03005,0.5374,75.8,50.6,52.9,2015.0,67.23,49.51,1
Toyota,Crossover,NMC,FWD,315.0,101926.0,5.01,21.48,0.02808,0.5404,56.9,59.4,70.0,2021.0,74.54,47.77,0
Renault,Hatchback,NMC,RWD,665.0,,10.89,34.31,0.03746,0.6907,,68.7,,2015.0,46.29,58.36,1
BYD,Crossover,NMC,FWD,272.0,111969.0,10.78,13.58,0.01495,0.4611,49.5,2.1,,2015.0,79.62,24.67,0
Volvo,Hatchback,NMC,FWD,476.0,116909.0,10.95,23.25,0.02432,0.5867,68.4,20.8,35.6,2015.0,52.1,27.97,0
Volkswagen,Crossover,NMC,FWD,838.0,323630.0,10.95,37.14,,0.6495,62.2,38.0,99.6,2015.0,80.64,,1
Tesla,Hatchback,NCA,FWD,701.0,138482.0,10.4,35.08,0.02801,0.5748,75.3,37.2,44.5,2016.0,37.82,51.52,0
BYD,Truck,,AWD,1.0,75875.0,5.65,0.2,0.00293,0.5276,17.0,25.2,44.5,2020.0,121.86,14.63,0
Volvo,SUV,NMC,AWD,731.0,380337.0,10.05,35.66,0.03088,0.6788,67.3,44.9,123.5,2016.0,111.17,22.71,1
Tesla,Crossover,LFP,FWD,161.0,45449.0,6.89,0.76,0.00879,0.5719,23.3,35.6,19.3,2019.0,77.29,42.44,0
Mercedes,Crossover,NMC,RWD,673.0,228502.0,7.03,29.06,0.02204,0.6009,68.6,28.0,105.2,2019.0,79.54,34.39,0
Toyota,Sedan,NMC,FWD,37.0,38540.0,4.03,1.04,0.01252,0.3818,48.9,18.1,43.2,2022.0,63.69,32.73,0
Hyundai,SUV,NMC,FWD,107.0,41865.0,5.06,6.06,0.011,0.4326,51.3,53.2,25.1,2021.0,96.65,56.74,0
Tesla,Sedan,NMC,AWD,584.0,,9.0,33.68,0.03178,0.6465,62.8,58.6,75.4,2017.0,63.75,47.28,1
Ford,Sedan,NMC,FWD,1.0,2793.0,3.75,0.2,0.00859,0.3951,44.7,38.9,7.0,2022.0,70.25,39.8,0
,SUV,,FWD,801.0,343586.0,9.92,11.52,0.0317,0.6835,30.6,41.0,111.9,2016.0,89.7,42.83,1
BYD,Hatchback,LFP,FWD,578.0,106504.0,6.0,8.84,0.01062,0.6949,30.5,61.2,62.1,2020.0,50.34,62.49,0
Hyundai,SUV,LFP,FWD,18.0,23835.0,6.0,0.2,0.00473,0.6112,15.4,0.0,,2020.0,95.12,34.18,0
GM,Hatchback,NMC,RWD,140.0,30878.0,7.86,9.32,0.02164,0.4066,50.1,8.6,13.7,2018.0,44.46,27.01,0
Mercedes,,NMC,RWD,339.0,151442.0,6.01,18.25,0.01947,0.5707,59.9,63.0,89.2,2020.0,99.61,58.48,0
Toyota,Sedan,LFP,FWD,511.0,167604.0,4.99,11.6,0.0145,0.642,28.6,68.0,112.6,2021.0,69.67,43.9,0
Hyundai,Hatchback,NMC,AWD,,81759.0,9.93,19.03,0.02308,0.5501,45.0,0.0,29.4,2016.0,43.12,26.14,0
,Sedan,NCA,RWD,442.0,172732.0,8.24,32.19,0.03476,0.5508,65.1,31.3,72.7,2018.0,77.45,29.66,1
Kia,Crossover,NMC,FWD,942.0,231108.0,,38.75,0.03519,0.7523,69.3,28.2,69.2,2015.0,54.94,30.08,1
Toyota,Van,,FWD,42.0,42387.0,2.87,0.2,0.00961,0.5422,26.2,22.1,44.3,2023.0,98.01,39.33,0
Tesla,SUV,NMC,FWD,442.0,146243.0,3.21,25.58,0.02786,0.6826,79.2,48.4,170.0,2023.0,74.64,57.05,1
Ford,Truck,NMC,AWD,668.0,354228.0,10.25,41.57,0.02741,,77.3,100.0,113.0,2016.0,118.62,41.93,1
,SUV,LFP,FWD,537.0,200356.0,8.29,13.52,0.02483,0.7585,38.9,38.5,82.1,2018.0,79.89,18.27,0
Renault,SUV,,FWD,485.0,205985.0,7.14,46.62,0.03682,0.8922,60.1,41.7,103.4,2019.0,86.88,58.7,1
Rivian,Crossover,NCA,FWD,207.0,81809.0,5.89,26.52,0.02512,0.5897,67.7,,48.5,2020.0,76.77,36.58,1
Kia,Hatchback,NMC,AWD,2091.0,347992.0,8.07,56.28,,0.9048,73.3,62.5,146.6,,34.45,44.55,1
BYD,Crossover,LFP,FWD,143.0,74701.0,1.92,4.9,0.01047,0.5559,26.5,55.6,131.1,2024.0,66.99,41.14,0
Tesla,SUV,NCA,FWD,708.0,312898.0,8.11,47.21,,0.6793,72.8,64.3,127.2,2018.0,87.02,50.15,1
Volkswagen,Crossover,NMC,,992.0,346206.0,10.09,37.87,0.03398,0.6995,68.6,29.0,112.2,,70.78,30.56,1
Tesla,Crossover,NCA,FWD,579.0,228162.0,9.8,39.16,0.02882,0.7403,71.2,34.9,79.3,2016.0,77.21,28.71,1
Nissan,Truck,LMO,FWD,471.0,304924.0,10.1,39.85,0.03399,0.7428,61.4,37.9,97.3,2016.0,128.25,,0
Audi,SUV,NCA,AWD,499.0,175893.0,8.82,32.27,0.03553,0.5384,75.2,54.7,67.0,2017.0,75.71,59.22,1
Volkswagen,SUV,LFP,RWD,1.0,23045.0,2.09,0.2,0.00775,0.5459,8.5,0.0,26.9,2024.0,95.0,15.77,0
Volkswagen,SUV,LFP,FWD,116.0,44407.0,3.9,0.2,0.00945,2.50782,20.6,25.8,37.6,2022.0,87.96,33.06,0
MG,SUV,LFP,AWD,49.0,46835.0,4.88,0.2,0.00907,0.5405,9.7,22.7,37.3,,86.12,41.32,0
BYD,Sedan,LFP,AWD,411.0,130049.0,5.94,4.08,0.01663,0.6227,21.8,31.1,69.5,2020.0,77.69,46.51,0
Tesla,Crossover,,RWD,102.0,27511.0,,3.47,0.00942,0.3912,56.9,4.8,67.0,2024.0,65.86,32.17,0
Toyota,Crossover,NMC,,266.0,123067.0,8.88,20.59,0.02835,0.6251,68.0,74.1,46.7,2017.0,70.64,30.83,1
Honda,Hatchback,NMC,AWD,696.0,210140.0,9.01,31.2,0.03242,0.6211,69.0,21.2,79.1,2017.0,53.27,22.27,1
Volkswagen,Sedan,NMC,RWD,544.0,161746.0,4.22,34.26,0.02385,0.6937,64.7,100.0,129.3,2022.0,61.59,65.51,1
